Tote #,Strain,Date,Trimmer #,Flower,Smalls,Original Tote Wt.,Trim,Trash
1596.0,Dirty Bird,12/20/24,62.0,1870.0,160.0,7.3,451.0,1021.0
1597.0,Dirty Bird,12/19/24,54.0,1992.0,136.0,8.7,116.0,1314.0
1598.0,Dirty Bird,12/18/24,4.0,1585.0,48.0,6.7,586.0,1076.0
1599.0,Dirty Bird,12/19/24,36.0,1348.0,263.0,6.8,567.0,889.0
1600.0,Dirty Bird,12/19/24,12.0,1670.0,135.0,8.2,734.0,1221.0
1601.0,Dirty Bird,12/18/24,41.0,1822.0,52.0,7.5,664.0,972.0
1602.0,Dirty Bird,12/19/24,5.0,1337.0,254.0,6.5,755.0,879.0
1603.0,Dirty Bird,12/19/24,44.0,1624.0,84.0,6.5,616.0,862.0
1604.0,Dirty Bird,12/19/24,40.0,1335.0,191.0,6.9,680.0,884.0
1605.0,Dirty Bird,12/18/24,34.0,1243.0,891.0,7.2,891.0,1074.0
1606.0,Dirty Bird,12/19/24,19.0,1636.0,96.0,7.0,787.0,862.0
1607.0,Dirty Bird,12/19/24,52.0,1801.0,138.0,7.8,473.0,974.0
1608.0,Dirty Bird,12/19/24,11.0,1518.0,293.0,8.3,853.0,1271.0
1609.0,Dirty Bird,12/19/24,28.0,1092.0,58.0,5.3,475.0,710.0
1610.0,Dirty Bird,12/19/24,15.0,1460.0,190.0,6.9,1003.0,648.0
1611.0,Dirty Bird,12/20/24,30.0,1837.0,136.0,7.9,669.0,1237.0
1612.0,Dirty Bird,12/20/24,37.0,1349.0,128.0,6.3,553.0,871.0
1613.0,Dirty Bird,12/19/24,13.0,1263.0,165.0,5.4,569.0,723.0
1614.0,Dirty Bird,12/19/24,61.0,1324.0,122.0,5.4,599.0,587.0
1615.0,Dirty Bird,12/19/24,6.0,1736.0,97.0,7.5,735.0,812.0
1616.0,Dirty Bird,12/19/24,31.0,1892.0,77.0,7.7,681.0,914.0
1617.0,Dirty Bird,12/19/24,7.0,1698.0,112.0,7.1,702.0,968.0
1618.0,Dirty Bird,12/20/24,65.0,1405.0,308.0,6.0,574.0,1254.0
1619.0,Dirty Bird,12/20/24,45.0,1273.0,78.0,5.6,757.0,610.0
1620.0,Dirty Bird,12/19/24,57.0,1356.0,145.0,6.0,588.0,855.0
1621.0,Dirty Bird,12/19/24,22.0,1110.0,181.0,6.0,717.0,953.0
1622.0,Dirty Bird,12/20/24,63.0,1472.0,267.0,8.3,847.0,1142.0
1623.0,Dirty Bird,12/19/24,24.0,1475.0,163.0,7.0,852.0,926.0
1624.0,Dirty Bird,12/19/24,39.0,1974.0,42.0,7.0,721.0,880.0
1625.0,Dirty Bird,12/20/24,4.0,1721.0,46.0,7.5,643.0,1142.0
1626.0,Dirty Bird,12/19/24,42.0,1242.0,98.0,5.4,581.0,728.0
1627.0,Dirty Bird,12/19/24,46.0,1576.0,141.0,7.3,777.0,894.0
1628.0,Dirty Bird,12/20/24,50.0,1350.0,81.0,6.1,757.0,601.0
1629.0,Dirty Bird,12/19/24,38.0,1045.0,63.0,5.2,604.0,689.0
1630.0,Dirty Bird,12/19/24,41.0,1570.0,59.0,7.7,676.0,1193.0
1631.0,Dirty Bird,12/19/24,64.0,1187.0,209.0,6.1,590.0,895.0
1632.0,Dirty Bird,12/10/24,7.0,1479.0,66.0,5.8,592.0,730.0
1633.0,Dirty Bird,12/10/24,23.0,1723.0,176.0,7.5,762.0,930.0
1634.0,Dirty Bird,12/9/24,34.0,1243.0,165.0,6.8,831.0,941.0
1635.0,Dirty Bird,12/11/24,54.0,1628.0,132.0,8.0,700.0,1188.0
1636.0,Dirty Bird,12/10/24,2.0,1800.0,133.0,7.3,631.0,872.0
1637.0,Dirty Bird,12/9/24,5.0,1638.0,151.0,7.9,977.0,923.0
1638.0,Dirty Bird,12/9/24,44.0,1452.0,53.0,6.1,672.0,647.0
1639.0,Dirty Bird,12/9/24,30.0,1541.0,130.0,6.9,688.0,889.0
1640.0,Dirty Bird,12/9/24,60.0,1878.0,313.0,9.1,1022.0,1058.0
1641.0,Dirty Bird,12/11/24,19.0,1866.0,185.0,9.0,1072.0,1158.0
1642.0,Dirty Bird,12/9/24,4.0,1783.0,25.0,7.1,589.0,904.0
1643.0,Dirty Bird,12/9/24,11.0,1781.0,202.0,8.2,1090.0,958.0
1644.0,Dirty Bird,12/9/24,9.0,1258.0,72.0,5.6,413.0,782.0
1645.0,Dirty Bird,12/10/24,59.0,1624.0,353.0,8.2,921.0,856.0
1646.0,Dirty Bird,12/10/24,27.0,1677.0,223.0,8.2,916.0,1052.0
1647.0,Dirty Bird,12/10/24,17.0,1664.0,230.0,7.2,645.0,933.0
1648.0,Dirty Bird,12/11/24,28.0,1449.0,159.0,6.9,751.0,908.0
1649.0,Dirty Bird,12/10/24,12.0,1473.0,82.0,6.4,598.0,957.0
1650.0,Dirty Bird,12/9/24,26.0,1469.0,160.0,6.7,862.0,887.0
1651.0,Dirty Bird,12/9/24,22.0,1793.0,100.0,8.1,886.0,1060.0
1652.0,Dirty Bird,12/9/24,24.0,1296.0,110.0,6.0,632.0,702.0
1653.0,Dirty Bird,12/9/24,3.0,1517.0,48.0,5.8,637.0,536.0
1654.0,Dirty Bird,12/9/24,39.0,1656.0,68.0,7.3,719.0,888.0
1655.0,Dirty Bird,12/9/24,1.0,1460.0,70.0,6.9,680.0,913.0
1656.0,Dirty Bird,12/9/24,16.0,1195.0,78.0,5.7,708.0,685.0
1657.0,Dirty Bird,12/10/24,61.0,1455.0,97.0,6.5,675.0,830.0
1658.0,Dirty Bird,12/9/24,31.0,1241.0,78.0,5.4,560.0,724.0
1659.0,Dirty Bird,12/9/24,45.0,1334.0,51.0,4.8,590.0,406.0
1660.0,Dirty Bird,12/10/24,46.0,2181.0,127.0,10.1,847.0,1426.0
1661.0,Dirty Bird,12/10/24,49.0,1655.0,172.0,7.3,740.0,776.0
1662.0,Dirty Bird,12/13/24,4.0,1462.0,61.0,7.5,813.0,1282.0
1663.0,Dirty Bird,12/13/24,19.0,1674.0,175.0,7.7,866.0,966.0
1664.0,Dirty Bird,12/16/24,62.0,2098.0,148.0,7.9,504.0,1021.0
1665.0,Dirty Bird,12/13/24,34.0,1506.0,176.0,8.5,1112.0,1140.0
1666.0,Dirty Bird,12/16/24,21.0,1609.0,209.0,7.3,551.0,905.0
1667.0,Dirty Bird,12/18/24,37.0,1556.0,84.0,6.3,476.0,844.0
1668.0,Dirty Bird,12/13/24,32.0,1157.0,110.0,5.2,315.0,793.0
1669.0,Dirty Bird,12/13/24,52.0,1337.0,126.0,5.4,456.0,866.0
1670.0,Dirty Bird,12/16/24,12.0,1910.0,95.0,8.0,730.0,995.0
1671.0,Dirty Bird,12/13/24,35.0,1770.0,114.0,7.1,572.0,1010.0
1672.0,Dirty Bird,12/13/24,33.0,1209.0,165.0,5.4,443.0,748.0
1673.0,Dirty Bird,12/16/24,50.0,2334.0,126.0,9.6,1287.0,1003.0
1674.0,Dirty Bird,12/16/24,57.0,1410.0,308.0,7.0,676.0,911.0
1675.0,Dirty Bird,12/13/24,3.0,1481.0,207.0,8.0,1298.0,779.0
1676.0,Dirty Bird,12/16/24,59.0,1521.0,297.0,8.0,780.0,1057.0
1677.0,Dirty Bird,12/13/24,28.0,1426.0,125.0,7.0,703.0,1059.0
1678.0,Dirty Bird,12/13/24,48.0,1452.0,69.0,6.0,535.0,706.0
1679.0,Dirty Bird,12/13/24,60.0,1544.0,232.0,7.1,233.0,830.0
1680.0,Dirty Bird,12/17/24,43.0,1422.0,132.0,6.0,684.0,665.0
1681.0,Dirty Bird,12/16/24,54.0,2125.0,159.0,9.5,735.0,1406.0
1682.0,Dirty Bird,12/16/24,24.0,1895.0,146.0,8.4,912.0,1009.0
1683.0,Dirty Bird,12/20/24,29.0,1171.0,132.0,5.9,667.0,735.0
1684.0,Dirty Bird,12/20/24,32.0,1557.0,32.0,5.9,367.0,779.0
1685.0,Dirty Bird,12/20/24,49.0,1445.0,250.0,6.1,602.0,746.0
1686.0,Dirty Bird,12/13/24,5.0,1533.0,72.0,7.0,922.0,672.0
1687.0,Dirty Bird,12/16/24,49.0,1446.0,194.0,6.0,648.0,716.0
1688.0,Dirty Bird,12/13/24,63.0,1842.0,154.0,7.8,695.0,1206.0
1689.0,Dirty Bird,12/13/24,23.0,743.0,91.0,3.0,372.0,380.0
1690.0,Zerial 2.,1/10/25,61.0,1393.0,160.0,6.0,581.0,666.0
1691.0,Zerial 2.,1/10/25,2.0,1533.0,145.0,6.2,383.0,856.0
1692.0,Zerial 2.,1/10/25,34.0,1269.0,225.0,6.0,630.0,716.0
1693.0,Zerial 2,1/10/25,46.0,1075.0,153.0,5.4,501.0,695.0
1694.0,Zerial 2.,1/10/25,48.0,1340.0,217.0,6.6,574.0,988.0
1695.0,Zerial 2.,1/10/25,22.0,1478.0,171.0,6.9,613.0,866.0
1696.0,Zerial 2.,2/5/25,53.0,1702.0,298.0,7.9,859.0,1112.0
1697.0,Zerial 2.,1/31/25,46.0,1580.0,130.0,7.1,485.0,985.0
1698.0,Zerial 2,,,,,,,
1699.0,Zerial 2,,,,,,,
1700.0,Zerial 2,2/5/25,10.0,859.0,122.0,5.0,477.0,680.0
1701.0,Zerial 2.,1/31/25,2.0,1275.0,168.0,5.5,436.0,866.0
1702.0,Zerial 2.,1/10/25,16.0,1075.0,124.0,5.0,268.0,599.0
1703.0,Zerial 2.,1/10/25,63.0,1323.0,160.0,6.0,568.0,856.0
1704.0,Zerial 2,,,,,,,
1705.0,Zerial 2,,,,,,,
1706.0,Zerial 2.,1/31/25,40.0,1221.0,303.0,6.1,429.0,929.0
1707.0,Zerial 2,2/4/25,17.0,1135.0,219.0,5.5,762.0,679.0
1708.0,Zerial 2,2/17/25,24.0,1519.0,117.0,5.9,510.0,758.0
1709.0,Zerial 2,,,,,,,
1710.0,Zerial 2,,,,,,,
1711.0,Zerial 2,,,,,,,
1712.0,Zerial 2,2/4/25,57.0,1220.0,344.0,6.3,487.0,1014.0
1713.0,Zerial 2.,1/31/25,65.0,1544.0,390.0,7.0,606.0,922.0
1714.0,Zerial 2,2/8/25,64.0,1692.0,193.0,7.7,650.0,843.0
1715.0,Zerial 2,2/8/25,3.0,1473.0,198.0,6.2,829.0,436.0
1716.0,Zerial 2,,,,,,,
1717.0,Zerial 2,,,,,,,
1718.0,Zerial 2,,,,,,,
1719.0,Zerial 2.,1/31/25,18.0,1529.0,90.0,6.6,519.0,1027.0
1720.0,Zerial 2,2/18/25,8.0,1994.0,89.0,7.5,568.0,1023.0
1721.0,Zerial 2,2/18/25,23.0,1600.0,81.0,5.1,420.0,694.0
1722.0,Zerial 2,,,,,,,
1723.0,Zerial 2,,,,,,,
1724.0,Zerial 2,,,,,,,
1725.0,Zerial 2,,,,,,,
1726.0,Zerial 2,2/8/25,54.0,1069.0,157.0,4.7,424.0,704.0
1727.0,Zerial 2,2/8/25,65.0,948.0,335.0,4.9,262.0,794.0
1728.0,Zerial 2,2/8/25,6.0,1199.0,133.0,5.1,660.0,470.0
1729.0,Zerial 2,2/8/25,11.0,1409.0,176.0,6.1,466.0,801.0
1730.0,Zerial 2,,,,,,,
1731.0,Zerial 2,,,,,,,
1732.0,Zerial 2,,,,,,,
1733.0,Zerial 2,,,,,,,
1734.0,Zerial 2,,,,,,,
1735.0,Zerial 2,,,,,,,
1736.0,Zerial 2,,,,,,,
1737.0,Zerial 2,,,,,,,
1738.0,Zerial 2.,1/10/25,33.0,1349.0,197.0,6.7,584.0,937.0
1739.0,Zerial 2.,1/10/25,60.0,1253.0,242.0,6.2,647.0,844.0
1740.0,Zerial 2.,1/10/25,32.0,1457.0,141.0,6.4,379.0,890.0
1741.0,Zerial 2.,1/10/25,36.0,1386.0,155.0,6.8,591.0,1001.0
1742.0,Zerial 2.,1/10/25,55.0,1180.0,117.0,5.5,414.0,725.0
1743.0,Zerial 2.,1/10/25,4.0,1246.0,65.0,5.1,285.0,897.0
1744.0,Zerial 2,,,,,,,
1745.0,Zerial 2.,1/10/25,52.0,1002.0,234.0,4.9,393.0,692.0
1746.0,Zerial 2.,1/10/25,13.0,932.0,187.0,4.8,505.0,1098.0
1747.0,Zerial 2.,1/31/25,8.0,1495.0,165.0,6.2,426.0,684.0
1748.0,Zerial 2,2/8/25,7.0,1461.0,107.0,6.1,659.0,750.0
1749.0,Zerial 2,2/8/25,30.0,2060.0,98.0,7.9,534.0,968.0
1750.0,Zerial 2.,1/31/25,26.0,1216.0,242.0,6.1,701.0,800.0
1751.0,Zerial 2,,,,,,,
1752.0,Zerial 2,1/10/25,11.0,1198.0,229.0,6.5,699.0,915.0
1753.0,Zerial 2,,,,,,,
1754.0,Zerial 2,,,,,,,
1755.0,Zerial 2,,,,,,,
1756.0,Zerial 2,,,,,,,
1757.0,Zerial 2.,2/17/25,57.0,1222.0,191.0,6.1,412.0,910.0
1758.0,Zerial 2,,,,,,,
1759.0,Zerial 2,,,,,,,
1760.0,Zerial 2,,,,,,,
1761.0,Zerial 2,,,,,,,
1762.0,Zerial 2.,1/31/25,64.0,1779.0,166.0,8.2,636.0,1031.0
1763.0,Zerial 2,,,,,,,
1764.0,Zerial 2,2/4/25,31.0,1802.0,58.0,7.1,438.0,982.0
1765.0,Zerial 2,2/14/2025,38.0,1472.0,184.0,6.7,831.0,796.0
1766.0,Zerial 2,2/8/25,4.0,1102.0,95.0,5.1,326.0,806.0
1767.0,Zerial 2,2/8/25,1.0,1388.0,175.0,6.4,511.0,889.0
1768.0,Zerial 2.,1/10/25,28.0,852.0,208.0,4.9,530.0,632.0
1769.0,Zerial 2.,1/10/25,40.0,1037.0,241.0,5.6,413.0,853.0
1770.0,Zerial 2.,1/10/25,57.0,1097.0,191.0,5.3,463.0,835.0
1771.0,Zerial 2,,,,,,,
1772.0,Zerial 2,,,,,,,
1773.0,Zerial 2,,,,,,,
1774.0,Zerial 2,2/8/25,16.0,1480.0,218.0,7.0,627.0,916.0
1775.0,Zerial 2,2/11/25,62.0,1142.0,183.0,5.9,623.0,792.0
1776.0,Zerial 2,,,,,,,
1777.0,Zerial 2,,,,,,,
1778.0,Zerial 2.,1/31/25,48.0,1240.0,216.0,6.0,438.0,900.0
1779.0,Zerial 2.,1/31/25,39.0,1494.0,143.0,6.6,562.0,841.0
1780.0,Zerial 2,2/8/25,52.0,1287.0,140.0,5.6,400.0,795.0
1781.0,Zerial 2,2/10/25,2.0,1372.0,197.0,6.0,483.0,898.0
1782.0,Zerial 2,,,,,,,
1783.0,Zerial 2,,,,,,,
1784.0,Zerial 2,2/8/25,46.0,1632.0,182.0,7.1,679.0,931.0
1785.0,Zerial 2,2/10/25,24.0,1779.0,159.0,7.2,615.0,882.0
1786.0,Zerial 2,2/19/25,21.0,1246.0,497.0,8.2,840.0,1075.0
1787.0,Zerial 2,2/18/25,64.0,1506.0,295.0,7.1,662.0,953.0
1788.0,Zerial 2.,1/31/25,38.0,1518.0,122.0,6.5,647.0,861.0
1789.0,Zerial 2.,1/31/25,27.0,1107.0,190.0,5.9,418.0,929.0
1790.0,Zerial 2,,,,,,,
1791.0,Zerial 2,,,,,,,
1792.0,Zerial 2.,1/31/25,23.0,1325.0,177.0,5.5,539.0,821.0
1793.0,Zerial 2,,,,,,,
1794.0,Zerial 2,2/18/25,1.0,880.0,206.0,4.5,352.0,652.0
1795.0,Zerial 2,2/18/25,62.0,1088.0,272.0,5.7,517.0,1044.0
1796.0,Zerial 2,,,,,,,
1797.0,Zerial 2,,,,,,,
1798.0,Zerial 2.,1/31/25,50.0,1010.0,198.0,5.6,721.0,597.0
1799.0,Zerial 2,,,,,,,
1800.0,Zerial 2,2/18/25,53.0,845.0,187.0,4.6,487.0,809.0
1801.0,Zerial 2,2/19/25,40.0,1359.0,211.0,5.8,380.0,809.0
1802.0,Zerial 2,,,,,,,
1803.0,Zerial 2,,,,,,,
1804.0,Zerial 2,2/18/25,7.0,1550.0,179.0,6.7,687.0,680.0
1805.0,Zerial 2,2/18/25,30.0,1867.0,72.0,7.7,468.0,1037.0
1806.0,Zerial 2,2/7/25,40.0,1215.0,259.0,6.1,330.0,962.0
1807.0,Zerial 2,2/8/25,26.0,1348.0,168.0,6.4,687.0,714.0
1808.0,Zerial 2,,,,,,,
1809.0,Zerial 2,,,,,,,
1810.0,Zerial 2,,,,,,,
1811.0,Zerial 2,2/10/25,57.0,1302.0,206.0,5.8,451.0,907.0
1812.0,Zerial 2,2/8/25,50.0,1573.0,199.0,7.3,930.0,759.0
1813.0,Zerial 2,2/8/25,48.0,1122.0,224.0,5.7,488.0,815.0
1814.0,Zerial 2,,,,,,,
1815.0,Zerial 2,,,,,,,
1816.0,Zerial 2,2/4/25,11.0,1695.0,196.0,8.1,538.0,1177.0
1817.0,Zerial 2,,,,,,,
1818.0,Zerial 2,2/4/25,12.0,1256.0,416.0,6.6,797.0,687.0
1819.0,Zerial 2.,1/31/25,1.0,1384.0,300.0,6.8,464.0,1049.0
1820.0,Zerial 2,2/18/25,26.0,1360.0,179.0,6.3,818.0,797.0
1821.0,Zerial 2,2/17/25,4.0,1601.0,109.0,7.0,426.0,946.0
1822.0,Zerial 2,2/18/25,12.0,920.0,274.0,5.1,413.0,746.0
1823.0,Zerial 2,,,,,,,
1824.0,Zerial 2.,1/10/25,65.0,1098.0,198.0,4.6,429.0,650.0
1825.0,Zerial 2.,1/10/25,64.0,1356.0,207.0,6.0,607.0,839.0
1826.0,Zerial 2,2/17/25,52.0,1310.0,96.0,5.4,395.0,729.0
1827.0,Zerial 2,2/17/25,11.0,1326.0,163.0,5.2,359.0,805.0
1828.0,Zerial 2,,,,,,,
1829.0,Zerial 2,,,,,,,
1830.0,Zerial 2.,1/31/25,4.0,1672.0,139.0,6.9,439.0,1025.0
1831.0,Zerial 2.,1/31/25,19.0,1349.0,136.0,6.9,617.0,979.0
1832.0,Zerial 2,2/8/25,63.0,1249.0,176.0,5.9,747.0,830.0
1833.0,Zerial 2,2/11/25,60.0,1302.0,182.0,6.1,741.0,716.0
1834.0,Zerial 2,2/4/25,62.0,1575.0,224.0,7.1,592.0,1083.0
1835.0,Zerial 2,2/18/25,16.0,1421.0,162.0,6.6,469.0,819.0
1836.0,Zerial 2.,1/31/25,7.0,1268.0,201.0,5.9,672.0,707.0
1837.0,Zerial 2,,,,,,,
1838.0,Zerial 2,2/18/25,9.0,1377.0,159.0,5.3,368.0,873.0
1839.0,Zerial 2,2/17/25,46.0,1140.0,153.0,5.3,402.0,807.0
1840.0,Zerial 2,2/4/25,9.0,1173.0,88.0,4.9,347.0,685.0
1841.0,Zerial 2,,,,,,,
1842.0,Zerial 2.,1/31/25,54.0,1151.0,213.0,6.3,536.0,907.0
1843.0,Zerial 2.,1/30/25,22.0,1479.0,149.0,7.5,678.0,1124.0
1844.0,Zerial 2,,,,,,,
1845.0,Zerial 2,,,,,,,
1846.0,Zerial 2,,,,,,,
1847.0,Zerial 2,,,,,,,
1848.0,Zerial 2.,1/10/25,39.0,1128.0,92.0,5.2,454.0,717.0
1849.0,Zerial 2.,1/10/25,1.0,1705.0,224.0,7.7,660.0,1041.0
1850.0,Zerial 2,,,,,,,
1851.0,Zerial 2,,,,,,,
1852.0,Zerial 2,,,,,,,
1853.0,Zerial 2,,,,,,,
1854.0,Zerial 2,,,,,,,
1855.0,Zerial 2,,,,,,,
1856.0,Zerial 2,,,,,,,
1857.0,Zerial 2,,,,,,,
1858.0,Zerial 2.,1/31/25,24.0,1828.0,146.0,7.2,601.0,818.0
1859.0,Zerial 2.,1/31/25,56.0,1265.0,256.0,6.1,438.0,958.0
1860.0,Zerial 2.,1/10/25,45.0,1648.0,85.0,6.6,463.0,869.0
1861.0,Zerial 2.,1/10/25,26.0,988.0,227.0,4.6,524.0,666.0
1862.0,Zerial 2,2/18/25,48.0,1193.0,354.0,6.4,423.0,989.0
1863.0,Zerial 2,2/18/25,39.0,1469.0,187.0,6.6,674.0,904.0
1864.0,Zerial 2.,1/31/25,20.0,1066.0,162.0,7.1,335.0,1197.0
1865.0,Zerial 2,,,,,,,
1866.0,Zerial 2,,,,,,,
1867.0,Zerial 2,,,,,,,
1868.0,Zerial 2,,,,,,,
1869.0,Zerial 2,,,,,,,
1870.0,Zerial 2,2/25/25,54.0,1453.0,177.0,7.2,615.0,1077.0
1871.0,Zerial 2,2/17/25,3.0,1420.0,136.0,5.7,648.0,545.0
1872.0,Zerial 2,,,,,,,
1873.0,Zerial 2,,,,,,,
1874.0,Zerial 2,,,,,,,
1875.0,Zerial 2.,1/31/25,63.0,1638.0,241.0,8.2,816.0,1277.0
1876.0,Zerial 2,2/4/25,15.0,1505.0,281.0,7.3,734.0,906.0
1877.0,Zerial 2.,1/31/25,29.0,1611.0,138.0,7.1,650.0,933.0
1878.0,Zerial 2,2/8/25,5.0,1120.0,138.0,5.4,566.0,618.0
1879.0,Zerial 2,2/10/25,8.0,1241.0,96.0,5.4,478.0,663.0
1880.0,Zerial 2,,,,,,,
1881.0,Zerial 2,,,,,,,
1882.0,Zerial 2.,1/31/25,16.0,1329.0,166.0,6.2,572.0,925.0
1883.0,Zerial 2,2/10/25,31.0,1397.0,90.0,5.8,518.0,842.0
1884.0,Zerial 2,2/18/25,18.0,1336.0,68.0,5.7,427.0,843.0
1885.0,Zerial 2,,,,,,,
1886.0,Zerial 2.,1/31/25,3.0,1206.0,248.0,5.3,687.0,617.0
1887.0,Zerial 2.,1/31/25,6.0,1288.0,91.0,5.3,569.0,510.0
1888.0,Zerial 2.,1/31/25,5.0,1296.0,157.0,5.9,523.0,766.0
1889.0,Zerial 2,,,,,,,
1890.0,Zerial 2,2/18/25,15.0,1631.0,204.0,7.1,657.0,987.0
1891.0,Zerial 2,2/18/25,59.0,1166.0,254.0,5.9,633.0,730.0
1892.0,Zerial 2,,,,,,,
1893.0,Zerial 2.,1/31/25,52.0,1508.0,246.0,7.1,477.0,1070.0
1894.0,Zerial 2.,1/10/25,3.0,1619.0,164.0,7.4,831.0,748.0
1895.0,Zerial 2.,1/10/25,27.0,1402.0,222.0,7.2,568.0,1039.0
1896.0,Zerial 2.,1/10/25,17.0,1030.0,222.0,5.3,508.0,858.0
1897.0,Zerial 2.,1/10/25,9.0,1657.0,60.0,6.7,475.0,1018.0
1898.0,Zerial 2.,1/10/25,53.0,1020.0,90.0,4.6,362.0,694.0
1899.0,Zerial 2.,1/22/25,10.0,1450.0,133.0,7.0,626.0,1020.0
1900.0,Zerial 2.,1/10/25,66.0,1111.0,101.0,4.8,223.0,839.0
1901.0,Zerial 2.,1/10/25,18.0,1236.0,51.0,5.4,423.0,769.0
1902.0,Zerial 2.,1/10/25,7.0,1258.0,96.0,6.2,721.0,718.0
1903.0,Zerial 2.,1/10/25,6.0,1420.0,83.0,5.8,700.0,626.0
1904.0,Zerial 2.,1/10/25,8.0,1427.0,115.0,6.4,490.0,858.0
1905.0,Zerial 2.,1/10/25,58.0,1297.0,196.0,5.9,456.0,797.0
1906.0,Zerial 2.,1/10/25,24.0,817.0,167.0,4.9,442.0,847.0
1907.0,Zerial 2.,1/10/25,30.0,1310.0,123.0,5.7,448.0,865.0
1908.0,Zerial 2.,1/10/25,38.0,1261.0,67.0,6.0,542.0,878.0
1909.0,Zerial 2.,1/10/25,54.0,1598.0,201.0,7.9,691.0,1332.0
1910.0,Zerial 2.,1/10/25,23.0,1398.0,85.0,5.7,561.0,734.0
1911.0,Zerial 2.,1/10/25,59.0,1600.0,241.0,7.4,667.0,1082.0
1912.0,Zerial 2.,1/6/25,34.0,1142.0,205.0,6.0,561.0,833.0
1913.0,Zerial 2.,1/6/25,63.0,1340.0,293.0,7.1,606.0,1067.0
1914.0,Zerial 2.,1/6/25,23.0,1598.0,204.0,6.5,596.0,751.0
1915.0,Zerial 2.,1/6/25,29.0,1544.0,217.0,6.8,555.0,906.0
1916.0,Zerial 2.,1/6/25,54.0,1366.0,210.0,6.9,556.0,1048.0
1917.0,Zerial 2.,1/6/25,64.0,1708.0,215.0,7.7,698.0,945.0
1918.0,Zerial 2.,1/6/25,22.0,1743.0,126.0,8.0,302.0,1127.0
1919.0,Zerial 2.,1/6/25,27.0,995.0,236.0,5.4,584.0,777.0
1920.0,Zerial 2.,1/7/25,59.0,1512.0,253.0,7.5,689.0,1035.0
1921.0,Zerial 2.,1/6/25,7.0,1526.0,134.0,6.5,554.0,886.0
1922.0,Zerial 2.,1/6/25,24.0,1566.0,212.0,6.9,514.0,999.0
1923.0,Zerial 2.,1/6/25,46.0,1236.0,319.0,6.9,616.0,975.0
1924.0,Zerial 2.,1/6/25,28.0,1271.0,253.0,6.4,598.0,927.0
1925.0,Zerial 2.,1/3/25,39.0,1864.0,125.0,7.9,705.0,1091.0
1926.0,Zerial 2.,1/3/25,6.0,1583.0,131.0,6.8,648.0,826.0
1927.0,Zerial 2.,1/3/25,1.0,1760.0,293.0,8.1,627.0,1135.0
1928.0,Zerial 2.,1/6/25,36.0,1567.0,176.0,7.4,602.0,1012.0
1929.0,Zerial 2.,1/6/25,2.0,1720.0,169.0,6.9,439.0,1069.0
1930.0,Zerial 2.,1/6/25,8.0,1599.0,192.0,7.1,644.0,875.0
1931.0,Zerial 2.,1/7/25,41.0,1045.0,223.0,6.3,582.0,987.0
1932.0,Zerial 2.,1/7/25,45.0,1271.0,181.0,6.2,602.0,957.0
1933.0,Zerial 2.,1/6/25,40.0,1463.0,298.0,6.9,428.0,1118.0
1934.0,Zerial 2.,1/7/25,44.0,1780.0,290.0,8.4,610.0,1363.0
1935.0,Zerial 2.,1/3/25,11.0,1610.0,314.0,8.3,726.0,1333.0
1936.0,Zerial 2.,1/3/25,5.0,1747.0,235.0,8.0,853.0,973.0
1937.0,Zerial 2.,1/6/25,61.0,1506.0,197.0,6.1,548.0,730.0
1938.0,Zerial 2.,1/6/25,9.0,1653.0,133.0,6.9,540.0,971.0
1939.0,Zerial 2.,1/3/25,4.0,1688.0,90.0,6.9,510.0,989.0
1940.0,Zerial 2.,1/3/25,26.0,948.0,240.0,5.3,770.0,721.0
1941.0,Zerial 2.,1/3/25,16.0,1214.0,99.0,5.1,413.0,635.0
1942.0,Zerial 2.,12/23/24,42.0,1170.0,271.0,5.1,486.0,630.0
1943.0,Zerial 2.,12/20/24,22.0,890.0,142.0,4.7,434.0,675.0
1944.0,Zerial 2.,12/20/24,56.0,966.0,180.0,4.6,429.0,698.0
1945.0,Zerial 2.,12/20/24,39.0,1291.0,58.0,6.1,554.0,900.0
1946.0,Zerial 2.,12/23/24,57.0,1516.0,234.0,7.0,533.0,1118.0
1947.0,Zerial 2.,12/20/24,16.0,1067.0,106.0,6.6,472.0,747.0
1948.0,Zerial 2.,12/20/24,24.0,1119.0,129.0,4.8,423.0,609.0
1949.0,Zerial 2.,12/23/24,31.0,1518.0,152.0,6.3,427.0,1087.0
1950.0,Zerial 2.,12/23/24,60.0,1114.0,253.0,7.4,511.0,988.0
1951.0,Zerial 2.,12/20/24,28.0,1037.0,209.0,5.4,427.0,813.0
1952.0,Zerial 2.,12/20/24,46.0,1233.0,276.0,6.8,635.0,919.0
1953.0,Zerial 2.,12/23/24,38.0,1546.0,173.0,7.8,816.0,1074.0
1954.0,Zerial 2.,12/20/24,52.0,1489.0,163.0,6.4,482.0,973.0
1955.0,Zerial 2.,12/23/24,2.0,1794.0,174.0,7.4,511.0,988.0
1956.0,Zerial 2.,12/30/24,51.0,1850.0,189.0,7.6,510.0,762.0
1957.0,Zerial 2.,12/20/24,7.0,1003.0,147.0,4.9,486.0,678.0
1958.0,Zerial 2.,12/20/24,6.0,1460.0,184.0,6.8,691.0,770.0
1959.0,Zerial 2.,12/20/24,19.0,1296.0,212.0,7.0,761.0,1046.0
